Stock quote and option quote for SPX on 4/9/26 09:07:21

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
6776.74, ,-6.07,6774.34, ,6779.50, ,<empty>,<empty>,6783.69,6783.69,6768.56

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,<empty>,<empty>,<empty>,--,,7002.28,5101.63,0,1

8 APR 26  (-1)  100 (Weeklys)

9 APR 26  (0)  100 (Weeklys)

10 APR 26  (1)  100 (Weeklys)
,,Volume,Open.Int,AS,BS,Last Size,LAST,LX,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,AS,BS,Last Size,LAST,LX,,
,,28,279,3,13,1,266.60,C,266.80,C,270.10,C,10 APR 26,6510,.75,C,.80,C,219,"1,964",112,15,1,.74,C,,
,,34,365,3,10,20,265.65,C,261.90,C,265.10,C,10 APR 26,6515,.75,C,.85,C,21,234,226,214,1,.80,C,,
,,1,338,13,13,1,261.00,C,256.70,C,260.00,C,10 APR 26,6520,.80,C,.85,C,66,784,72,102,10,.81,C,,
,,<empty>,844,10,3,2,257.00,C,251.80,C,255.00,C,10 APR 26,6525,.85,C,.90,C,"5,102","1,306",122,6,1,.87,C,,
,,40,298,10,13,40,246.59,C,246.80,C,250.00,C,10 APR 26,6530,.90,C,.95,C,38,719,124,4,1,.90,C,,
,,46,107,11,11,40,241.69,C,241.80,C,245.10,C,10 APR 26,6535,.90,C,1.00,C,182,"1,278",313,167,1,.94,C,,
,,28,376,11,14,1,237.31,C,236.90,C,240.10,C,10 APR 26,6540,.95,C,1.05,C,85,954,268,53,2,.96,C,,
,,16,251,13,1,1,233.40,C,232.00,C,235.20,C,10 APR 26,6545,1.00,C,1.05,C,114,602,56,43,1,1.10,C,,
,,10,788,15,14,1,224.71,C,227.00,C,230.20,C,10 APR 26,6550,1.05,C,1.10,C,"4,097","2,179",71,2,4,1.05,C,,
,,20,385,14,4,20,226.00,C,222.10,C,225.30,C,10 APR 26,6555,1.10,C,1.15,C,53,290,51,15,1,1.10,C,,
,,7,"1,045",14,11,2,213.32,C,217.30,C,220.50,C,10 APR 26,6560,1.15,C,1.20,C,65,797,46,33,1,1.15,C,,
,,2,154,11,11,1,210.27,C,212.30,C,215.50,C,10 APR 26,6565,1.20,C,1.30,C,130,493,137,96,1,1.25,C,,
,,14,542,4,15,3,210.38,C,207.40,C,210.60,C,10 APR 26,6570,1.25,C,1.35,C,153,836,130,119,6,1.30,C,,
,,3,"1,131",11,4,2,206.60,C,202.40,C,205.40,C,10 APR 26,6575,1.30,C,1.40,C,243,"1,342",37,260,1,1.35,C,,
,,10,"1,112",14,15,1,198.02,C,197.40,C,200.60,C,10 APR 26,6580,1.40,C,1.50,C,303,"1,054",93,154,1,1.55,C,,
,,2,300,14,15,1,197.61,C,192.50,C,195.70,C,10 APR 26,6585,1.50,C,1.60,C,137,607,146,56,2,1.65,C,,
,,130,582,11,15,2,192.84,C,187.60,C,190.70,C,10 APR 26,6590,1.60,C,1.70,C,"1,415",703,148,35,1,1.77,C,,
,,32,463,11,15,2,187.97,C,182.70,C,185.80,C,10 APR 26,6595,1.65,C,1.75,C,126,540,37,204,3,1.65,C,,
,,171,"3,826",4,15,1,178.40,C,177.80,C,180.80,C,10 APR 26,6600,1.80,C,1.90,C,"2,838","6,291",121,32,1,1.78,C,,
,,123,627,4,12,1,174.62,C,173.10,C,176.20,C,10 APR 26,6605,1.90,C,2.00,C,237,618,127,79,19,1.90,C,,
,,240,951,15,11,3,168.38,C,168.60,C,171.60,C,10 APR 26,6610,2.00,C,2.05,C,119,771,8,42,5,2.10,C,,
,,58,391,4,14,10,164.89,C,163.40,C,166.40,C,10 APR 26,6615,2.15,C,2.25,C,160,296,118,81,10,2.12,C,,
,,24,765,4,14,1,159.12,C,158.60,C,161.60,C,10 APR 26,6620,2.30,C,2.40,C,152,682,113,27,1,2.20,C,,
,,20,"1,171",1,11,10,157.43,C,154.00,C,156.90,C,10 APR 26,6625,2.45,C,2.50,C,317,691,6,7,2,2.46,C,,
,,19,627,1,4,1,149.45,C,148.80,C,151.60,C,10 APR 26,6630,2.60,C,2.70,C,"1,074","1,328",59,102,1,2.66,C,,
,,15,462,3,4,1,141.41,C,144.00,C,146.80,C,10 APR 26,6635,2.80,C,2.90,C,130,238,34,97,2,2.80,C,,
,,15,724,12,4,1,136.63,C,139.20,C,142.10,C,10 APR 26,6640,3.00,C,3.10,C,"1,112","1,007",16,96,5,3.10,C,,
,,20,877,12,4,5,136.12,C,134.40,C,137.30,C,10 APR 26,6645,3.20,C,3.40,C,265,351,138,129,2,3.19,C,,
,,126,"2,851",12,16,1,129.73,C,129.60,C,132.50,C,10 APR 26,6650,3.50,C,3.60,C,"1,755","3,783",79,30,1,3.50,C,,
,,104,448,12,16,2,127.22,C,124.90,C,127.70,C,10 APR 26,6655,3.70,C,3.90,C,196,322,136,100,1,3.75,C,,
,,93,807,16,17,1,120.23,C,120.30,C,123.20,C,10 APR 26,6660,4.00,C,4.20,C,411,834,135,95,2,3.85,C,,
,,60,376,3,16,1,118.70,C,115.60,C,118.50,C,10 APR 26,6665,4.30,C,4.50,C,363,676,132,95,1,4.20,C,,
,,12,"1,073",16,16,1,108.56,C,110.80,C,113.70,C,10 APR 26,6670,4.60,C,4.80,C,484,507,106,87,1,4.80,C,,
,,77,"1,326",4,12,2,109.13,C,106.70,C,109.30,C,10 APR 26,6675,5.00,C,5.20,C,372,"1,777",99,79,2,4.98,C,,
,,178,"1,395",1,12,2,104.48,C,102.10,C,104.70,C,10 APR 26,6680,5.30,C,5.50,C,"1,153","1,264",72,95,1,5.83,C,,
,,5,426,12,9,1,101.57,C,97.60,C,99.80,C,10 APR 26,6685,5.70,C,5.90,C,225,277,59,89,4,5.70,C,,
,,35,"1,229",9,9,1,97.14,C,93.10,C,94.60,C,10 APR 26,6690,6.30,C,6.50,C,528,540,49,37,2,6.13,C,,
,,9,510,9,9,1,89.73,C,88.70,C,90.10,C,10 APR 26,6695,6.80,C,7.00,C,161,368,42,40,1,6.50,C,,
,,198,"5,231",9,9,1,86.80,C,84.20,C,85.70,C,10 APR 26,6700,7.40,C,7.60,C,"2,385","2,757",47,25,1,7.40,C,,
,,33,727,9,9,1,80.88,C,79.90,C,81.30,C,10 APR 26,6705,8.00,C,8.20,C,128,153,43,25,1,7.60,C,,
,,85,"1,446",16,11,2,77.63,C,75.60,C,77.00,C,10 APR 26,6710,8.70,C,8.90,C,312,522,46,18,1,8.58,C,,
,,168,"1,806",10,7,10,73.42,C,71.80,C,73.00,C,10 APR 26,6715,9.40,C,9.60,C,147,258,41,25,3,9.40,C,,
,,62,792,16,7,4,68.14,C,67.20,C,68.50,C,10 APR 26,6720,10.10,C,10.30,C,258,629,42,14,1,10.13,C,,
,,113,"2,381",10,10,1,65.30,C,63.30,C,64.60,C,10 APR 26,6725,11.00,C,11.20,C,395,947,49,14,1,10.80,C,,
,,48,"1,509",10,11,1,61.50,C,59.10,C,60.30,C,10 APR 26,6730,12.00,C,12.20,C,230,452,42,19,4,11.70,C,,
,,35,"2,009",10,10,1,55.17,C,55.10,C,56.30,C,10 APR 26,6735,13.00,C,13.20,C,189,168,4,29,1,12.90,C,,
,,203,784,2,7,2,51.81,C,51.60,C,52.00,C,10 APR 26,6740,14.00,C,14.20,C,313,357,17,28,1,13.80,C,,
,,89,536,12,10,4,47.10,C,48.00,C,48.30,C,10 APR 26,6745,15.20,C,15.50,C,124,187,27,17,2,15.29,C,,
,,937,"4,935",8,12,1,45.79,C,44.30,C,44.60,C,10 APR 26,6750,16.70,C,16.90,C,989,"3,020",19,20,1,16.40,C,,
,,168,742,14,17,2,40.91,C,40.80,C,41.20,C,10 APR 26,6755,18.20,C,18.40,C,135,219,32,2,1,17.70,C,,
,,436,"2,000",15,14,2,37.80,C,37.30,C,37.60,C,10 APR 26,6760,19.70,C,19.90,C,305,294,7,23,3,19.50,C,,
,,241,844,17,16,2,34.01,C,33.90,C,34.20,C,10 APR 26,6765,21.40,C,21.60,C,321,243,5,10,1,20.77,C,,
,,593,"1,502",9,9,1,31.50,C,31.00,C,31.20,C,10 APR 26,6770,23.20,C,23.40,C,699,923,2,20,2,22.80,C,,
,,917,"3,505",28,25,1,27.88,C,27.90,C,28.20,C,10 APR 26,6775,25.10,C,25.30,C,619,825,19,16,1,25.40,C,,
,,912,"2,880",21,11,1,24.98,C,25.10,C,25.30,C,10 APR 26,6780,27.10,C,27.30,C,732,765,2,10,1,28.13,C,,
,,278,490,26,24,1,23.50,C,22.20,C,22.50,C,10 APR 26,6785,29.60,C,29.90,C,91,239,16,8,6,30.90,C,,
,,795,"2,392",35,24,1,19.76,C,19.60,C,19.90,C,10 APR 26,6790,31.80,C,32.20,C,124,505,24,7,2,32.20,C,,
,,452,"1,018",26,13,4,18.40,C,17.30,C,17.50,C,10 APR 26,6795,34.60,C,34.80,C,58,168,7,7,1,34.20,C,,
,,"2,050","10,537",3,30,1,15.40,C,15.10,C,15.30,C,10 APR 26,6800,37.10,C,37.30,C,151,"1,208",6,6,5,35.97,C,,
,,379,547,1,37,1,13.20,C,13.10,C,13.30,C,10 APR 26,6805,40.40,C,40.70,C,47,55,11,4,7,39.50,C,,
,,531,"6,042",1,3,5,11.38,C,11.40,C,11.50,C,10 APR 26,6810,43.80,C,44.10,C,156,212,9,3,6,41.90,C,,
,,172,0,61,3,1,10.35,C,9.80,C,10.00,C,10 APR 26,6815,46.70,C,48.00,C,6,0,12,12,4,49.63,C,,
,,816,"2,659",18,3,5,8.38,C,8.40,C,8.50,C,10 APR 26,6820,50.20,C,51.60,C,142,179,12,12,1,50.88,C,,
,,"1,393","3,265",14,46,1,7.40,C,7.20,C,7.30,C,10 APR 26,6825,54.00,C,55.40,C,14,207,15,15,1,53.30,C,,
,,673,"2,764",15,55,1,6.30,C,6.10,C,6.20,C,10 APR 26,6830,57.80,C,59.00,C,181,124,11,9,1,58.80,C,,
,,212,0,27,43,3,5.50,C,5.20,C,5.30,C,10 APR 26,6835,61.90,C,63.50,C,24,0,6,6,4,64.96,C,,
,,615,"2,185",88,76,1,4.50,C,4.30,C,4.50,C,10 APR 26,6840,66.10,C,67.70,C,16,151,6,6,1,67.23,C,,
,,305,0,50,117,2,3.70,C,3.60,C,3.80,C,10 APR 26,6845,70.40,C,72.00,C,42,0,6,6,1,69.50,C,,
,,"1,463","6,984",39,19,1,3.22,C,3.10,C,3.20,C,10 APR 26,6850,74.20,C,75.80,C,31,722,8,8,5,75.00,C,,
,,425,0,30,22,1,2.72,C,2.65,C,2.70,C,10 APR 26,6855,78.50,C,81.00,C,10,0,6,11,10,78.14,C,,
,,812,"2,078",34,21,1,2.30,C,2.25,C,2.30,C,10 APR 26,6860,83.00,C,85.60,C,20,132,6,11,1,88.57,C,,
,,318,0,10,76,1,2.02,C,1.90,C,1.95,C,10 APR 26,6865,88.60,C,90.30,C,<empty>,0,6,6,0,0, ,,
,,806,"2,701",97,63,1,1.75,C,1.60,C,1.70,C,10 APR 26,6870,92.40,C,95.00,C,70,139,6,11,30,98.71,C,,
,,395,"2,163",77,156,1,1.50,C,1.35,C,1.45,C,10 APR 26,6875,97.10,C,99.70,C,104,209,6,12,30,103.46,C,,
,,817,"1,583",179,263,1,1.22,C,1.15,C,1.30,C,10 APR 26,6880,102.10,C,105.10,C,2,67,11,11,1,103.45,C,,
,,417,0,105,175,2,1.02,C,1.00,C,1.10,C,10 APR 26,6885,106.70,C,109.80,C,<empty>,0,12,11,0,0, ,,
,,"1,207","1,518",112,257,2,.92,C,.85,C,.95,C,10 APR 26,6890,111.60,C,114.70,C,<empty>,95,12,11,1,125.18,C,,
,,484,0,141,158,22,.77,C,.75,C,.85,C,10 APR 26,6895,116.50,C,119.60,C,<empty>,0,13,12,0,0, ,,
,,775,"5,995",236,160,2,.70,C,.65,C,.75,C,10 APR 26,6900,121.50,C,124.60,C,18,224,15,14,1,122.30,C,,
,,141,0,121,265,10,.60,C,.55,C,.65,C,10 APR 26,6905,126.30,C,129.40,C,<empty>,0,13,12,0,0, ,,
,,"3,778","1,522",267,139,6,.55,C,.50,C,.60,C,10 APR 26,6910,131.20,C,134.30,C,<empty>,36,11,11,1,126.83,C,,
,,65,0,39,278,3,.45,C,.40,C,.50,C,10 APR 26,6915,136.30,C,139.40,C,<empty>,0,12,11,0,0, ,,
,,439,"2,243",59,265,2,.40,C,.35,C,.45,C,10 APR 26,6920,141.30,C,144.40,C,<empty>,71,11,13,1,159.51,C,,
,,"5,749","1,138",43,123,22,.37,C,.35,C,.40,C,10 APR 26,6925,146.30,C,149.30,C,1,94,11,2,1,145.37,C,,
,,259,"1,310",354,214,1,.35,C,.30,C,.40,C,10 APR 26,6930,151.00,C,154.10,C,2,137,12,11,1,148.63,C,,
,,55,0,154,449,10,.29,C,.25,C,.35,C,10 APR 26,6935,156.20,C,159.30,C,<empty>,0,11,13,0,0, ,,
,,"1,083","1,012",42,192,1,.27,C,.25,C,.30,C,10 APR 26,6940,161.20,C,164.30,C,2,20,11,2,1,158.58,C,,
,,3,0,178,362,1,.25,C,.20,C,.30,C,10 APR 26,6945,166.20,C,169.20,C,<empty>,0,11,2,0,0, ,,
,,"1,351","2,361",401,249,100,.22,C,.20,C,.30,C,10 APR 26,6950,171.10,C,174.20,C,3,130,11,2,1,178.01,C,,
,,23,0,104,112,1,.20,C,.20,C,.25,C,10 APR 26,6955,176.10,C,179.20,C,<empty>,0,11,2,0,0, ,,
,,94,"1,204",269,349,10,.20,C,.15,C,.25,C,10 APR 26,6960,181.10,C,184.20,C,<empty>,22,11,2,0,0, ,,
,,35,0,383,243,5,.22,C,.15,C,.25,C,10 APR 26,6965,183.80,C,190.70,C,<empty>,0,2,2,0,0, ,,
,,226,979,62,206,6,.20,C,.15,C,.20,C,10 APR 26,6970,191.10,C,194.20,C,<empty>,26,11,2,1,538.78,C,,
,,11,789,67,199,2,.19,C,.15,C,.20,C,10 APR 26,6975,193.70,C,201.20,C,<empty>,73,2,2,1,375.38,C,,
,,174,565,181,337,2,.14,C,.10,C,.20,C,10 APR 26,6980,195.20,C,209.00,C,<empty>,27,2,2,1,190.00,C,,
,,17,363,330,335,1,.15,C,.10,C,.20,C,10 APR 26,6990,205.20,C,218.80,C,<empty>,33,2,2,0,0, ,,
,,93,"1,926",1,350,2,.12,C,.10,C,.15,C,10 APR 26,7000,212.80,C,231.50,C,1,158,2,1,1,229.25,C,,
,,"3,012",443,23,324,598,.19,C,.10,C,.15,C,10 APR 26,7010,222.40,C,242.70,C,1,22,2,2,1,239.25,C,,
,,26,330,71,183,11,.15,C,.10,C,.15,C,10 APR 26,7020,232.40,C,252.50,C,1,9,2,2,1,246.48,C,,
,,"5,025",798,125,118,5,.12,C,.10,C,.15,C,10 APR 26,7025,237.40,C,257.80,C,<empty>,9,2,2,1,448.60,C,,
,,151,788,179,110,7,.15,C,.10,C,.15,C,10 APR 26,7030,241.10,C,261.50,C,<empty>,4,2,2,1,411.59,C,,
,,25,206,223,590,2,.15,C,.05,C,.15,C,10 APR 26,7040,251.10,C,271.50,C,<empty>,0,2,2,0,0, ,,
,,849,848,293,894,10,.10,C,.05,C,.15,C,10 APR 26,7050,262.40,C,282.60,C,<empty>,59,2,2,5,450.10,C,,
,,5,276,299,659,1,.13,C,.05,C,.15,C,10 APR 26,7060,272.80,C,291.50,C,<empty>,1,2,1,1,284.75,C,,
,,12,320,387,634,1,.08,C,.05,C,.15,C,10 APR 26,7070,282.30,C,302.60,C,<empty>,51,2,2,25,471.00,C,,
,,17,458,394,677,10,.10,C,.05,C,.15,C,10 APR 26,7075,287.30,C,307.60,C,<empty>,34,2,2,1,690.53,C,,
,,1,626,397,647,1,.08,C,.05,C,.15,C,10 APR 26,7080,292.80,C,311.50,C,<empty>,2,2,1,1,654.43,C,,
,,28,294,425,622,23,.10,C,.05,C,.15,C,10 APR 26,7090,301.20,C,321.50,C,<empty>,0,2,1,0,0, ,,
,,73,"2,687",34,584,1,.10,C,.05,C,.10,C,10 APR 26,7100,312.80,C,331.50,C,<empty>,16,2,1,1,500.82,C,,
,,<empty>,0,42,334,0,0, ,.05,C,.10,C,10 APR 26,7110,322.80,C,341.40,C,<empty>,0,2,1,0,0, ,,
,,<empty>,0,43,296,0,0, ,.05,C,.10,C,10 APR 26,7120,331.20,C,351.40,C,<empty>,0,2,1,0,0, ,,
,,4,"1,132",62,121,3,.10,C,.05,C,.10,C,10 APR 26,7125,336.20,C,356.40,C,<empty>,1,2,1,0,0, ,,
,,<empty>,0,77,106,0,0, ,.05,C,.10,C,10 APR 26,7130,341.20,C,361.40,C,<empty>,0,2,1,0,0, ,,
,,4,0,160,67,2,.05,C,.05,C,.10,C,10 APR 26,7140,352.80,C,371.50,C,<empty>,0,2,2,0,0, ,,
,,<empty>,"1,051",255,107,24,.20,C,.05,C,.10,C,10 APR 26,7150,361.00,C,381.40,C,<empty>,6,2,2,0,0, ,,
,,6,0,373,62,5,.05,C,.05,C,.10,C,10 APR 26,7160,372.80,C,392.60,C,<empty>,0,2,1,0,0, ,,
,,<empty>,0,303,13,0,0, ,.05,C,.10,C,10 APR 26,7170,382.30,C,402.80,C,<empty>,0,2,2,0,0, ,,
,,2,933,2,<empty>,1,.05,C,0,C,.05,C,10 APR 26,7175,387.80,C,407.00,C,<empty>,3,2,1,0,0, ,,
,,13,0,336,1,6,.05,C,.05,C,.10,C,10 APR 26,7180,392.80,C,411.40,C,<empty>,0,2,1,0,0, ,,
,,92,"1,633",5,<empty>,1,.05,C,0,C,.05,C,10 APR 26,7200,411.00,C,431.40,C,<empty>,2,2,2,0,0, ,,
,,8,636,6,<empty>,1,.05,C,0,C,.05,C,10 APR 26,7225,437.70,C,457.60,C,<empty>,0,2,1,0,0, ,,
,,2,"1,274",425,<empty>,2,.05,C,0,C,.10,C,10 APR 26,7250,461.10,C,481.40,C,<empty>,0,2,1,0,0, ,,
,,4,337,10,<empty>,2,.03,C,0,C,.05,C,10 APR 26,7275,487.70,C,506.30,C,<empty>,1,2,1,0,0, ,,
,,5,"2,705",5,<empty>,5,.05,C,0,C,.05,C,10 APR 26,7300,511.10,C,531.30,C,26,27,2,1,26,519.80,C,,
,,1,112,45,<empty>,1,.05,C,0,C,.05,C,10 APR 26,7325,535.90,C,556.30,C,<empty>,1,2,2,1,732.39,C,,
,,212,"1,637",523,<empty>,1,.05,C,0,C,.05,C,10 APR 26,7350,562.60,C,582.50,C,<empty>,5,2,1,1,757.16,C,,
,,<empty>,0,166,<empty>,0,0, ,0,C,.05,C,10 APR 26,7375,585.90,C,606.30,C,<empty>,0,2,2,0,0, ,,
,,<empty>,"1,101",942,<empty>,1,.10,C,0,C,.05,C,10 APR 26,7400,612.60,C,631.80,C,<empty>,7,2,1,3,776.32,C,,
,,<empty>,0,299,<empty>,0,0, ,0,C,.05,C,10 APR 26,7425,637.10,C,657.40,C,<empty>,0,2,2,0,0, ,,
,,<empty>,418,"1,457",<empty>,1,.10,C,0,C,.05,C,10 APR 26,7450,662.10,C,682.40,C,<empty>,0,2,2,0,0, ,,
,,<empty>,366,"1,640",<empty>,2,.05,C,0,C,.05,C,10 APR 26,7500,712.10,C,732.60,C,<empty>,16,2,2,0,0, ,,
,,<empty>,256,446,<empty>,2,.05,C,0,C,.05,C,10 APR 26,7550,761.00,C,781.20,C,<empty>,0,2,1,0,0, ,,
,,<empty>,684,500,<empty>,6,.05,C,0,C,.05,C,10 APR 26,7600,810.80,C,831.20,C,<empty>,0,2,2,0,0, ,,
,,<empty>,607,583,<empty>,1,.05,C,0,C,.05,C,10 APR 26,7700,912.00,C,931.80,C,<empty>,0,2,2,0,0, ,,
,,<empty>,283,644,<empty>,1,.05,C,0,C,.05,C,10 APR 26,7800,1010.70,C,1031.10,C,<empty>,0,2,2,0,0, ,,
,,<empty>,588,"4,277",<empty>,1,.05,C,0,C,.05,C,10 APR 26,8000,1211.90,C,1231.70,C,<empty>,1,2,2,6,1420.10,C,,
,,<empty>,7,843,<empty>,1,.05,C,0,C,.05,C,10 APR 26,8200,1410.60,C,1431.00,C,<empty>,0,2,2,0,0, ,,
,,<empty>,25,886,<empty>,1,.05,C,0,C,.05,C,10 APR 26,8400,1610.70,C,1630.90,C,<empty>,0,2,1,0,0, ,,
,,<empty>,4,911,<empty>,0,0, ,0,C,.05,C,10 APR 26,8600,1811.70,C,1832.20,C,<empty>,0,2,2,0,0, ,,
,,<empty>,0,895,<empty>,0,0, ,0,C,.05,C,10 APR 26,8800,2010.40,C,2030.80,C,<empty>,0,2,2,0,0, ,,
,,<empty>,0,"10,906",<empty>,1,.02,C,0,C,.05,C,10 APR 26,9000,2212.10,C,2230.70,C,<empty>,0,2,1,0,0, ,,

13 APR 26  (4)  100 (Weeklys)

14 APR 26  (5)  100 (Weeklys)

15 APR 26  (6)  100 (Weeklys)

16 APR 26  (7)  100 (Weeklys)

17 APR 26  (7)  100

17 APR 26  (8)  100 (Weeklys)

20 APR 26  (11)  100 (Weeklys)

21 APR 26  (12)  100 (Weeklys)

22 APR 26  (13)  100 (Weeklys)

23 APR 26  (14)  100 (Weeklys)

24 APR 26  (15)  100 (Weeklys)

27 APR 26  (18)  100 (Weeklys)

28 APR 26  (19)  100 (Weeklys)

29 APR 26  (20)  100 (Weeklys)

30 APR 26  (21)  100 (Weeklys)

1 MAY 26  (22)  100 (Weeklys)

4 MAY 26  (25)  100 (Weeklys)

5 MAY 26  (26)  100 (Weeklys)

6 MAY 26  (27)  100 (Weeklys)

7 MAY 26  (28)  100 (Weeklys)

8 MAY 26  (29)  100 (Weeklys)

11 MAY 26  (32)  100 (Weeklys)

12 MAY 26  (33)  100 (Weeklys)

13 MAY 26  (34)  100 (Weeklys)

14 MAY 26  (35)  100 (Weeklys)

15 MAY 26  (35)  100

15 MAY 26  (36)  100 (Weeklys)

18 MAY 26  (39)  100 (Weeklys)

22 MAY 26  (43)  100 (Weeklys)

29 MAY 26  (50)  100 (Weeklys)

5 JUN 26  (57)  100 (Weeklys)

18 JUN 26  (69)  100

18 JUN 26  (70)  100 (Weeklys)

30 JUN 26  (82)  100 (Quarterlys)

17 JUL 26  (98)  100

17 JUL 26  (99)  100 (Weeklys)

31 JUL 26  (113)  100 (Weeklys)

21 AUG 26  (133)  100

21 AUG 26  (134)  100 (Weeklys)

31 AUG 26  (144)  100 (Weeklys)

18 SEP 26  (161)  100

30 SEP 26  (174)  100 (Quarterlys)

16 OCT 26  (189)  100

20 NOV 26  (224)  100

18 DEC 26  (252)  100

31 DEC 26  (266)  100 (Quarterlys)

15 JAN 27  (280)  100

19 FEB 27  (315)  100

19 MAR 27  (343)  100

31 MAR 27  (356)  100 (Quarterlys)

16 APR 27  (371)  100

17 JUN 27  (433)  100

17 DEC 27  (616)  100

15 DEC 28  (980)  100

21 DEC 29  (1351)  100

20 DEC 30  (1715)  100

19 DEC 31  (2079)  100
