timestamp,hours_elapsed,spot,atm_iv,pnl,pnl_pct,delta,gamma,theta,vega
2026-04-08 14:00:00,0.0,5432.1,0.16,-34.437562832294404,-94.2524902122256,-1.0,0.0,0.0,0.0
2026-04-08 15:00:00,1.0,5432.5,0.16,-34.03756283229477,-93.1577264431269,-1.0,0.0,0.0,0.0
2026-04-08 15:50:00,1.8333333333333333,5432.1,0.16,-34.437562832294404,-94.2524902122256,-1.0,0.0,0.0,0.0
